dogid,BreedGroup,Sex,WeightKG,WeightKGCat,AgeAtEvalYRS,AgeAtEvalYrsCat,isneutered,neuterageYrs,NeuterAgeCat,neuteredwhy,whereacquired,AgeAcquiredYRS,AgeAcquiredYRSCat,HealthProblems,roles,firstowned,ownedamount,aschild,otherdogs,otherdogsage,Fear43,Fear47,NonSocFear,TouchSen
4507,Gundogs,1,14.40,.00,2.42,1.00,1,0.75,1.00,7,5,0.67,1.00,0,2,0,0,0,1,1,0,0,0.33,0.00
4511,Mixed Breed/Unknown,1,21.60,.00,7.02,2.00,1,0.58,1.00,0,6,0.33,.00,0,4,0,1,1,1,1,1,1,0.50,0.25
4533,Mixed Breed/Unknown,1,6.30,.00,8.02,2.00,1,0.67,1.00,0,2,0.50,.00,0,2,0,1,1,1,3,1,2,1.00,0.25
4538,Utility,0,27.00,1.00,2.00,1.00,1,0.50,.00,5,4,0.12,.00,0,2,1,4,0,0,0,1,1,1.33,1.67
4540,Toys,0,4.50,.00,6.00,2.00,1,1.00,1.00,0,1,0.15,.00,0,2,0,0,1,1,3,1,0,0.00,0.25
4568,Gundogs,0,40.50,1.00,2.00,1.00,1,0.19,.00,3,3,0.19,.00,0,3,0,1,1,1,6,0,0,0.00,0.00
4609,Gundogs,1,29.25,1.00,4.00,2.00,1,1.00,1.00,1,1,0.15,.00,0,0,0,1,1,1,6,0,0,0.00,0.00
4610,Working,1,15.75,.00,2.00,1.00,1,0.75,1.00,7,5,0.75,1.00,0,3,0,1,1,1,3,0,0,0.83,0.00
4636,Mixed Breed/Unknown,0,20.25,.00,1.00,1.00,0,0.00,.00,3,6,0.25,.00,0,2,0,1,1,1,1,0,0,#NULL!,0.00
4640,Gundogs,0,17.10,.00,0.83,1.00,0,0.00,.00,3,1,0.17,.00,0,2,1,4,0,0,0,0,1,0.50,1.50
4641,Gundogs,1,18.00,.00,13.04,2.00,1,1.58,3.00,0,6,0.33,.00,1,2,0,2,1,1,6,0,0,0.00,0.00
4642,Mixed Breed/Unknown,0,11.25,.00,2.00,1.00,0,0.00,.00,3,1,1.25,1.00,1,3,0,2,1,1,3,3,3,3.00,1.50
4666,Working,0,16.65,.00,3.00,1.00,1,0.31,.00,7,5,0.83,1.00,0,2,0,0,1,1,3,1,1,0.83,0.75
4674,Mixed Breed/Unknown,0,20.25,.00,2.40,1.00,1,0.75,1.00,0,5,0.33,.00,0,3,0,0,1,0,0,4,1,1.17,1.75
4675,Working,0,24.75,1.00,8.02,2.00,1,3.00,3.00,5,1,0.15,.00,1,3,0,1,1,1,6,2,4,2.17,1.75
4679,Working,1,15.30,.00,5.00,2.00,1,1.00,1.00,0,3,0.58,1.00,0,0,0,3,1,1,6,0,0,0.67,0.75
4682,Working,0,27.00,1.00,10.02,2.00,1,5.00,3.00,5,1,0.13,.00,1,3,0,2,0,1,5,2,0,1.17,1.00
4683,Working,0,24.75,1.00,4.00,2.00,0,0.00,.00,3,1,0.13,.00,0,3,0,2,0,1,1,1,0,0.50,1.00
4685,Working,0,22.05,1.00,3.00,1.00,1,0.75,1.00,5,1,0.23,.00,0,4,0,1,1,0,0,0,0,0.33,0.00
4686,Working,0,19.35,.00,3.00,1.00,1,0.50,.00,7,1,0.15,.00,0,3,0,0,0,0,0,4,2,1.00,2.00
4687,Working,0,27.00,1.00,5.00,2.00,0,0.00,.00,3,1,0.23,.00,0,0,0,1,1,1,4,0,1,0.50,0.00
4689,Working,0,22.50,1.00,1.50,1.00,1,0.92,1.00,8,0,0.00,.00,0,3,0,2,1,1,2,0,1,0.17,0.00
4690,Mixed Breed/Unknown,1,24.75,1.00,5.00,2.00,1,1.50,2.00,7,5,1.50,1.00,0,4,0,3,1,1,3,0,0,0.00,0.50
4691,Working,0,44.10,1.00,8.44,2.00,1,8.50,3.00,2,1,0.13,.00,1,4,0,2,1,1,6,1,0,0.00,0.50
4692,Working,0,42.75,1.00,2.54,1.00,0,0.00,.00,3,1,0.13,.00,0,4,0,3,1,0,0,0,0,0.00,0.25
4693,Mixed Breed/Unknown,0,33.75,1.00,0.75,1.00,1,0.75,1.00,7,5,0.75,1.00,0,4,0,3,1,1,3,0,0,0.00,0.00
4694,Gundogs,0,27.00,1.00,3.00,1.00,1,1.33,2.00,8,5,2.00,1.00,0,4,0,3,1,1,3,0,0,0.00,0.00
4696,Mixed Breed/Unknown,1,27.90,1.00,2.00,1.00,1,0.58,1.00,0,5,0.75,1.00,0,2,0,3,1,1,1,0,0,0.00,0.50
4698,Utility,1,50.40,1.00,2.00,1.00,0,0.00,.00,3,0,0.00,.00,0,3,0,3,1,1,1,0,0,0.00,0.00
4699,Working,1,18.90,.00,6.13,2.00,0,0.00,.00,3,1,0.15,.00,0,3,0,2,1,1,1,1,0,0.17,0.50
4703,Working,1,36.00,1.00,4.00,2.00,1,6.00,3.00,2,1,0.13,.00,1,4,0,3,1,0,0,0,0,0.17,0.00
4705,Working,0,18.90,.00,9.02,2.00,0,0.00,.00,3,1,0.13,.00,0,3,0,2,1,1,6,0,1,1.50,0.25
4706,Working,1,20.70,.00,3.00,1.00,0,0.00,.00,3,1,0.13,.00,0,3,0,2,1,1,1,0,1,0.17,0.50
4707,Working,1,16.20,.00,5.00,2.00,1,0.50,.00,8,1,0.17,.00,1,2,0,2,1,1,3,2,0,0.00,1.25
4708,Utility,1,14.40,.00,8.02,2.00,1,1.67,3.00,0,5,1.50,1.00,0,3,1,4,1,1,6,0,1,1.17,1.25
4722,Working,0,22.50,1.00,5.00,2.00,0,0.00,.00,3,1,0.13,.00,0,3,0,1,1,0,0,1,1,0.67,0.25
4728,Non-Sporting,0,22.50,1.00,9.02,2.00,1,0.75,1.00,7,1,0.17,.00,0,3,0,0,1,1,6,1,0,0.00,0.25
4729,Non-Sporting,0,20.70,.00,3.00,1.00,1,2.00,3.00,7,1,0.17,.00,0,3,0,0,1,1,1,0,2,2.00,0.75
4780,Mixed Breed/Unknown,0,29.25,1.00,4.00,2.00,1,0.15,.00,7,6,0.15,.00,0,2,0,1,1,1,1,1,1,0.67,1.00
4819,Hounds,0,4.05,.00,2.33,1.00,0,0.00,.00,3,1,0.15,.00,0,2,1,4,0,0,0,0,1,0.67,0.00
4822,Working,0,42.75,1.00,9.02,2.00,1,0.10,.00,0,2,0.10,.00,0,4,0,3,1,1,3,0,0,0.00,0.00
4824,Gundogs,1,11.70,.00,5.00,2.00,0,0.00,.00,3,1,0.50,.00,0,3,0,1,0,1,6,0,0,0.83,0.00
4825,Utility,1,31.50,1.00,4.00,2.00,0,0.00,.00,3,1,0.23,.00,0,0,0,3,1,1,1,1,0,0.17,0.50
4826,Working,0,21.15,.00,2.17,1.00,1,0.42,.00,0,1,0.17,.00,0,3,0,0,1,1,1,0,0,0.83,0.00
4827,Mixed Breed/Unknown,1,18.00,.00,3.50,2.00,1,0.67,1.00,7,5,0.75,1.00,0,3,0,0,1,1,6,1,1,0.67,0.50
4829,Working,0,22.50,1.00,0.83,1.00,1,0.33,.00,6,1,0.13,.00,0,2,0,1,1,1,5,2,1,1.00,0.50
4830,Working,1,12.60,.00,0.50,.00,1,0.42,.00,0,1,0.17,.00,0,3,0,0,0,0,0,1,1,0.50,0.50
4832,Working,1,23.85,1.00,2.60,1.00,0,0.00,.00,3,1,0.17,.00,0,0,0,2,1,1,6,0,0,0.17,0.00
4833,Working,0,22.95,1.00,4.00,2.00,0,0.00,.00,3,1,0.15,.00,0,0,0,0,1,1,3,0,0,0.17,0.00
4836,Working,1,18.45,.00,3.00,1.00,0,0.00,.00,3,1,0.17,.00,1,3,0,1,0,1,1,0,1,0.50,0.75
4837,Working,0,21.15,.00,2.58,1.00,0,0.00,.00,3,1,0.42,.00,0,3,0,1,1,1,1,0,0,0.17,0.00
4838,Working,0,20.25,.00,4.00,2.00,1,0.50,.00,0,5,0.19,.00,0,3,0,1,1,1,3,1,4,3.00,0.25
4839,Mixed Breed/Unknown,1,17.10,.00,6.00,2.00,1,0.58,1.00,0,6,0.04,.00,1,3,0,0,1,1,3,1,0,0.00,0.50
4840,Working,1,11.70,.00,3.00,1.00,0,0.00,.00,3,1,0.13,.00,0,4,0,1,1,0,0,0,0,0.00,0.00
4841,Working,1,13.50,.00,1.75,1.00,0,0.00,.00,3,1,0.13,.00,0,3,0,1,1,1,1,0,0,0.17,0.00
4842,Working,0,15.30,.00,9.02,2.00,1,0.42,.00,6,1,0.15,.00,1,3,0,0,0,1,6,1,1,0.17,0.25
4843,Working,0,65.25,1.00,4.00,2.00,0,0.00,.00,3,0,0.02,.00,0,0,0,3,1,1,3,2,1,0.33,0.50
4844,Working,0,24.75,1.00,1.65,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,3,1,1,4,2,2,1.00,0.75
4847,Working,0,20.25,.00,1.50,1.00,1,0.67,1.00,1,1,0.15,.00,0,4,0,1,1,1,1,0,0,0.00,0.25
4848,Working,1,17.10,.00,2.83,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,1,1,1,1,1,1,0.33,0.25
4849,Working,1,21.60,.00,1.83,1.00,0,0.00,.00,3,1,0.17,.00,0,0,0,3,1,1,3,1,1,0.50,0.25
4850,Working,1,15.75,.00,7.02,2.00,1,5.00,3.00,0,1,0.19,.00,0,4,0,1,1,1,3,0,0,0.00,0.00
4851,Working,0,28.35,1.00,8.92,2.00,0,0.00,.00,3,0,0.00,.00,0,0,0,1,1,1,6,1,0,0.00,0.25
4852,Working,1,14.40,.00,6.00,2.00,1,0.50,.00,0,1,0.13,.00,0,3,0,1,1,1,6,1,0,0.67,0.25
4853,Working,0,17.10,.00,4.00,2.00,1,0.50,.00,4,1,0.13,.00,0,3,0,1,1,1,3,2,4,1.33,1.25
4855,Toys,0,5.40,.00,4.00,2.00,1,0.50,.00,0,5,2.00,1.00,0,3,0,1,1,1,1,0,0,0.00,0.50
4856,Working,0,18.00,.00,2.00,1.00,1,0.75,1.00,2,1,0.13,.00,0,3,0,2,1,1,1,0,0,0.00,0.50
4857,Working,1,17.10,.00,5.00,2.00,1,0.79,1.00,7,1,0.19,.00,0,3,0,1,0,1,1,1,1,1.00,1.25
4858,Mixed Breed/Unknown,1,22.50,1.00,0.75,1.00,0,0.00,.00,3,6,0.67,1.00,1,2,0,0,1,1,1,0,0,0.00,1.50
4859,Working,1,16.65,.00,4.50,2.00,1,1.50,2.00,0,1,0.92,1.00,0,3,0,0,1,1,3,3,1,0.33,0.75
4860,Working,0,20.25,.00,8.52,2.00,1,2.00,3.00,0,1,2.50,1.00,0,3,1,4,1,1,6,1,0,0.50,0.25
4861,Mixed Breed/Unknown,0,27.00,1.00,5.00,2.00,1,0.50,.00,4,5,0.33,.00,0,2,0,0,1,1,1,1,1,1.00,0.25
4863,Utility,1,27.00,1.00,2.92,1.00,1,0.23,.00,5,1,0.13,.00,0,3,0,3,1,1,3,0,0,0.17,0.00
4864,Non-Sporting,0,3.60,.00,9.02,2.00,1,6.00,3.00,2,2,0.58,1.00,0,2,0,3,1,1,3,1,0,0.17,0.25
4865,Utility,0,38.25,1.00,7.02,2.00,1,0.31,.00,5,1,0.15,.00,1,2,1,4,0,1,6,0,1,0.67,0.50
4866,Working,0,11.70,.00,6.00,2.00,1,0.50,.00,7,1,0.31,.00,0,2,0,0,1,0,0,1,1,0.33,0.67
4868,Utility,1,26.55,1.00,5.00,2.00,1,0.35,.00,8,5,1.00,1.00,0,3,0,0,0,1,3,1,1,0.50,0.25
4869,Mixed Breed/Unknown,1,27.00,1.00,5.00,2.00,1,1.83,3.00,0,3,0.12,.00,0,2,0,1,1,0,0,0,1,0.67,0.50
4870,Utility,1,31.50,1.00,8.02,2.00,1,3.75,3.00,2,2,3.50,2.00,0,2,0,1,1,0,0,0,0,0.17,0.25
4871,Working,0,22.50,1.00,3.00,1.00,0,0.00,.00,3,0,0.13,.00,0,4,0,4,1,1,3,1,1,1.00,0.25
4875,Mixed Breed/Unknown,0,17.55,.00,2.17,1.00,1,0.67,1.00,0,1,0.12,.00,0,2,0,1,1,0,0,2,2,0.83,1.00
4878,Working,1,27.00,1.00,9.02,2.00,1,0.08,.00,8,5,0.08,.00,0,2,0,1,1,0,0,2,3,2.00,1.00
4879,Working,1,21.60,.00,11.52,2.00,1,6.00,3.00,0,1,4.00,2.00,0,4,0,3,1,1,3,0,1,2.80,0.25
4880,Terrier,0,6.75,.00,5.00,2.00,1,2.00,3.00,0,2,2.00,1.00,0,2,0,0,1,1,3,0,2,2.67,0.75
4883,Working,0,22.50,1.00,9.02,2.00,1,0.92,1.00,2,1,0.15,.00,0,3,0,3,1,1,3,0,0,0.00,0.00
4884,Working,1,18.90,.00,9.02,2.00,0,0.00,.00,3,1,0.92,1.00,0,0,0,3,1,1,1,1,0,0.17,0.25
4885,Working,1,18.00,.00,8.02,2.00,0,0.00,.00,3,1,0.23,.00,0,3,0,3,1,1,3,0,0,0.00,0.00
4886,Working,1,19.35,.00,4.00,2.00,0,0.00,.00,3,0,0.00,.00,0,3,0,3,1,1,1,0,0,0.00,0.00
4887,Working,1,12.15,.00,15.04,2.00,1,4.17,3.00,0,1,0.13,.00,1,3,0,3,1,1,6,0,0,0.00,0.00
4888,Working,0,8.55,.00,12.02,2.00,1,2.00,3.00,0,1,0.15,.00,1,2,0,3,1,1,3,0,0,0.00,0.00
4889,Working,1,7.65,.00,10.02,2.00,0,0.00,.00,3,0,0.00,.00,0,2,0,3,1,1,3,0,0,0.00,0.00
4890,Working,1,27.00,1.00,1.25,1.00,1,0.50,.00,0,1,0.15,.00,1,3,0,1,1,0,0,0,0,0.00,0.00
4891,Working,1,18.00,.00,3.00,1.00,1,0.50,.00,0,5,0.42,.00,1,3,0,0,1,1,3,1,0,0.00,1.00
4894,Hounds,1,3.60,.00,1.00,1.00,1,0.58,1.00,7,5,0.58,1.00,0,2,0,3,1,1,1,2,1,0.83,2.00
4896,Working,1,15.75,.00,0.83,1.00,0,0.00,.00,3,1,0.17,.00,0,3,0,2,1,1,3,0,0,0.17,0.75
4898,Hounds,0,16.20,.00,3.00,1.00,1,0.50,.00,6,1,0.21,.00,0,2,0,1,0,1,1,2,1,1.33,1.75
4900,Gundogs,1,13.05,.00,12.02,2.00,1,0.50,.00,6,1,0.15,.00,0,2,0,0,0,1,6,1,0,0.00,0.33
4906,Non-Sporting,1,11.70,.00,4.00,2.00,0,0.00,.00,3,1,0.23,.00,0,0,0,3,1,1,6,0,1,0.50,0.00
4907,Working,1,13.50,.00,0.83,1.00,0,0.00,.00,3,1,0.13,.00,0,4,0,3,1,1,1,0,0,0.00,0.00
4910,Working,1,17.55,.00,2.00,1.00,0,0.00,.00,3,1,0.33,.00,0,0,0,1,1,1,3,0,0,0.00,0.00
4911,Working,1,15.30,.00,2.50,1.00,0,0.00,.00,3,1,1.50,1.00,0,3,0,1,1,1,1,2,0,0.00,0.50
4912,Working,0,24.75,1.00,11.02,2.00,0,0.00,.00,3,1,0.15,.00,0,4,0,1,1,1,1,0,0,0.67,0.00
4915,Working,1,9.00,.00,0.58,1.00,0,0.00,.00,3,1,0.15,.00,0,3,0,3,1,1,1,1,1,0.80,0.25
4916,Mixed Breed/Unknown,1,8.10,.00,2.00,1.00,1,0.33,.00,7,5,0.33,.00,0,3,0,3,1,1,6,0,0,0.33,0.00
4917,Working,0,11.25,.00,6.00,2.00,1,1.00,1.00,1,1,0.15,.00,0,3,0,0,1,1,3,1,1,0.50,0.50
4925,Gundogs,0,31.95,1.00,1.83,1.00,1,1.83,3.00,0,2,0.25,.00,0,2,1,4,0,0,0,3,1,0.17,1.00
4929,Working,0,20.25,.00,3.00,1.00,0,0.00,.00,3,0,0.02,.00,0,3,0,1,1,1,3,1,1,0.33,0.25
4934,Working,0,21.60,.00,12.02,2.00,1,7.00,3.00,5,1,0.19,.00,0,3,0,0,1,1,6,0,0,0.00,0.00
4935,Working,1,20.70,.00,6.92,2.00,1,1.08,2.00,8,1,0.15,.00,0,3,0,1,1,1,2,2,1,0.83,0.75
4936,Working,1,17.10,.00,6.92,2.00,1,0.75,1.00,0,1,2.00,1.00,0,3,0,1,1,1,2,0,0,0.33,0.00
4937,Working,1,17.55,.00,2.00,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,1,1,1,1,0,2,0.67,0.00
4943,Working,1,23.85,1.00,6.00,2.00,1,0.92,1.00,8,2,0.15,.00,0,3,0,1,1,1,6,0,0,0.00,0.00
4944,Working,0,21.60,.00,12.52,2.00,1,6.00,3.00,8,1,0.19,.00,1,3,0,0,0,1,6,1,1,0.67,0.75
4945,Working,0,20.25,.00,1.69,1.00,0,0.00,.00,3,0,0.00,.00,0,4,0,3,1,1,1,1,1,0.50,0.25
4946,Working,0,26.10,1.00,4.50,2.00,0,0.00,.00,3,1,0.15,.00,0,4,0,1,1,1,3,1,1,1.00,0.25
4949,Working,0,23.85,1.00,6.52,2.00,1,1.50,2.00,0,1,0.42,.00,1,0,0,1,1,1,6,0,1,0.83,0.25
4953,Working,0,26.55,1.00,7.02,2.00,1,1.17,2.00,4,1,0.92,1.00,0,3,0,2,1,1,1,1,2,2.17,0.75
4954,Working,1,23.40,1.00,3.00,1.00,0,0.00,.00,3,0,0.02,.00,0,2,0,3,1,1,4,0,2,1.33,0.25
4958,Gundogs,0,31.05,1.00,1.83,1.00,1,1.00,1.00,7,5,1.00,1.00,0,3,0,0,1,1,6,0,1,0.50,1.50
4960,Utility,1,39.60,1.00,6.00,2.00,1,3.00,3.00,8,1,0.15,.00,1,0,0,1,0,1,6,0,2,0.33,0.67
4961,Working,1,20.70,.00,9.02,2.00,1,0.58,1.00,8,1,0.50,.00,0,3,0,1,1,1,3,1,0,0.00,0.75
4962,Working,1,20.70,.00,7.02,2.00,1,3.33,3.00,8,1,0.13,.00,0,3,0,1,1,1,3,1,2,0.33,0.50
4964,Hounds,1,5.40,.00,1.75,1.00,1,0.33,.00,0,5,0.33,.00,0,2,0,1,1,0,0,2,0,0.17,#NULL!
4966,Toys,0,3.15,.00,12.02,2.00,1,8.00,3.00,7,5,8.00,2.00,1,2,0,0,1,1,6,3,2,1.33,2.25
4967,Mixed Breed/Unknown,1,15.75,.00,4.00,2.00,1,1.25,2.00,7,5,1.50,1.00,0,2,0,0,1,1,3,2,1,1.17,1.75
4975,Hounds,0,45.00,1.00,7.02,2.00,1,0.42,.00,0,1,0.17,.00,0,3,0,2,1,1,6,0,0,0.17,0.00
4978,Working,0,20.25,.00,6.00,2.00,1,1.00,1.00,7,5,0.92,1.00,0,4,0,0,1,1,6,0,1,0.17,0.00
4979,Working,1,20.25,.00,1.40,1.00,1,0.12,.00,7,5,0.12,.00,1,2,0,1,1,1,3,0,1,0.17,0.00
4985,Mixed Breed/Unknown,0,31.05,1.00,7.02,2.00,1,2.00,3.00,7,5,4.00,2.00,1,2,1,4,1,1,6,2,1,1.67,1.75
4991,Working,1,14.40,.00,8.02,2.00,0,0.00,.00,3,0,0.00,.00,0,0,0,3,1,1,1,0,0,0.00,0.00
4993,Non-Sporting,1,58.50,1.00,2.00,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,3,1,1,1,1,0,0.00,0.50
5008,Working,0,18.00,.00,2.00,1.00,1,0.75,1.00,0,1,0.15,.00,0,3,0,1,1,1,1,3,2,1.00,1.25
5009,Terrier,1,4.50,.00,8.02,2.00,1,0.42,.00,0,2,4.00,2.00,0,2,0,1,1,1,6,2,1,0.33,0.75
5021,Gundogs,0,32.40,1.00,1.00,1.00,0,0.00,.00,3,3,0.50,.00,0,2,0,0,0,0,0,0,0,0.00,0.00
5022,Working,1,5.40,.00,2.08,1.00,1,0.50,.00,7,1,0.15,.00,1,3,0,0,0,1,1,0,1,0.67,0.00
5023,Utility,1,20.25,.00,6.00,2.00,1,1.00,1.00,7,5,1.00,1.00,0,3,1,4,0,1,6,3,3,2.00,1.50
5024,Utility,0,27.00,1.00,4.00,2.00,1,1.00,1.00,7,5,1.00,1.00,1,2,0,0,0,1,3,1,4,3.00,0.75
5026,Hounds,1,13.50,.00,7.02,2.00,1,5.00,3.00,5,1,0.83,1.00,0,0,0,2,1,1,6,0,0,0.00,0.00
5027,Working,0,22.50,1.00,3.00,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,2,1,1,1,0,0,0.80,0.00
5028,Mixed Breed/Unknown,1,24.75,1.00,1.83,1.00,1,0.27,.00,7,5,1.17,1.00,0,2,1,4,0,0,0,0,1,1.17,0.00
5098,Mixed Breed/Unknown,1,22.50,1.00,4.00,2.00,1,0.50,.00,5,5,0.33,.00,0,2,1,4,1,1,6,4,1,0.33,1.25
5110,Utility,1,38.25,1.00,2.17,1.00,0,0.00,.00,3,1,0.15,.00,0,0,0,3,1,1,3,1,0,0.00,0.50
5111,Utility,1,36.00,1.00,4.00,2.00,0,0.00,.00,3,1,0.23,.00,0,0,0,3,1,1,3,1,0,0.00,1.00
5112,Utility,0,40.50,1.00,1.33,1.00,0,0.00,.00,3,0,0.00,.00,0,0,0,3,1,1,3,0,0,0.00,0.25
5151,Gundogs,0,33.75,1.00,2.00,1.00,1,0.50,.00,0,5,1.00,1.00,0,2,0,0,0,0,0,1,0,0.33,0.50
5231,Gundogs,1,27.45,1.00,1.08,1.00,0,0.00,.00,3,3,0.15,.00,0,2,0,1,1,0,0,0,0,0.00,0.00
5284,Gundogs,0,34.65,1.00,5.00,2.00,1,0.25,.00,0,1,0.13,.00,1,2,0,0,1,1,3,1,0,0.00,0.50
5286,Mixed Breed/Unknown,1,29.25,1.00,7.02,2.00,1,1.50,2.00,0,3,0.15,.00,0,2,0,0,1,1,6,0,0,0.00,1.50
5320,Working,0,33.75,1.00,2.00,1.00,1,1.67,3.00,5,1,0.13,.00,0,2,0,0,0,0,0,0,0,0.17,0.00
5332,Mixed Breed/Unknown,1,17.55,.00,1.00,1.00,1,1.00,1.00,0,5,1.00,1.00,0,2,1,4,0,0,0,1,2,2.00,#NULL!
5354,Toys,1,5.40,.00,0.58,1.00,1,0.50,.00,5,2,0.15,.00,0,2,0,1,1,0,0,2,0,1.00,1.50
5359,Working,1,27.00,1.00,2.50,1.00,1,2.00,3.00,5,1,0.19,.00,0,3,0,1,0,1,3,1,2,2.33,0.25
5361,Gundogs,0,39.60,1.00,15.06,2.00,1,11.83,3.00,2,1,0.15,.00,0,3,0,1,0,1,6,0,0,0.00,0.00
5368,Mixed Breed/Unknown,1,54.00,1.00,7.02,2.00,1,0.58,1.00,7,5,1.08,1.00,0,2,0,1,1,1,3,1,1,1.40,#NULL!
5370,Working,0,9.45,.00,0.50,.00,0,0.00,.00,3,1,0.15,.00,0,2,0,2,1,1,1,2,4,2.83,1.33
5373,Mixed Breed/Unknown,1,22.50,1.00,2.00,1.00,1,0.67,1.00,7,5,0.67,1.00,0,2,0,0,0,0,0,1,2,0.83,0.50
5374,Utility,0,9.00,.00,2.38,1.00,0,0.00,.00,3,1,0.38,.00,0,0,0,1,1,0,0,0,0,0.33,0.25
5375,Working,0,27.00,1.00,7.12,2.00,1,0.50,.00,1,5,0.23,.00,0,3,0,1,0,1,6,0,0,0.83,0.00
5376,Working,1,15.75,.00,2.12,1.00,1,0.83,1.00,0,1,0.83,1.00,0,2,0,1,0,1,1,0,1,0.17,0.00
5377,Working,1,42.75,1.00,2.00,1.00,1,0.50,.00,6,1,0.23,.00,0,2,0,2,0,1,1,1,1,0.40,1.75
5378,Utility,0,9.00,.00,14.04,2.00,1,0.10,.00,0,1,0.10,.00,1,0,0,0,1,0,0,4,3,1.00,1.50
5379,Working,0,33.75,1.00,6.00,2.00,1,0.33,.00,3,5,6.00,2.00,0,2,0,1,0,1,6,0,0,0.00,0.00
5381,Working,1,24.75,1.00,0.58,1.00,1,0.37,.00,0,5,0.08,.00,0,2,0,1,1,1,1,0,0,0.50,0.25
5382,Working,1,27.00,1.00,7.02,2.00,1,6.00,3.00,7,5,6.00,2.00,0,0,0,1,0,1,6,2,4,2.17,1.00
5389,Mixed Breed/Unknown,0,11.70,.00,2.00,1.00,1,0.38,.00,6,4,0.15,.00,0,2,1,4,1,0,0,1,1,1.17,1.33
5390,Mixed Breed/Unknown,0,22.50,1.00,5.00,2.00,1,0.15,.00,7,5,0.15,.00,0,2,0,1,1,0,0,0,0,0.33,0.50
5391,Working,1,35.10,1.00,8.02,2.00,1,0.31,.00,6,1,0.15,.00,1,3,0,1,1,0,0,0,0,0.83,0.50
5401,Hounds,1,27.00,1.00,10.02,2.00,1,3.50,3.00,7,5,3.50,2.00,1,3,1,4,1,1,6,0,1,1.33,0.50
5409,Mixed Breed/Unknown,1,13.50,.00,6.00,2.00,1,0.50,.00,7,5,0.15,.00,0,2,0,1,1,1,6,0,1,0.80,0.50
5410,Working,1,36.00,1.00,4.00,2.00,1,4.00,3.00,0,1,0.31,.00,0,0,0,2,1,1,3,0,0,0.20,0.00
5411,Working,1,30.60,1.00,4.00,2.00,1,4.00,3.00,0,1,0.23,.00,0,0,0,2,1,1,3,0,0,0.00,0.00
5412,Working,0,27.00,1.00,0.65,1.00,0,0.00,.00,3,1,0.50,.00,0,0,0,2,1,1,1,0,1,0.20,0.00
5414,Working,1,39.15,1.00,4.00,2.00,1,1.08,2.00,5,1,0.23,.00,1,4,0,1,1,0,0,2,2,1.50,0.50
5419,Toys,0,7.20,.00,4.00,2.00,1,0.33,.00,7,1,0.21,.00,0,3,0,1,1,1,1,1,1,0.67,0.50
5421,Gundogs,0,51.75,1.00,3.00,1.00,1,0.42,.00,5,0,0.15,.00,0,2,0,1,1,0,0,1,1,0.50,0.25
5422,Mixed Breed/Unknown,0,22.50,1.00,4.00,2.00,1,0.50,.00,6,5,0.31,.00,0,2,0,1,1,1,1,4,4,3.33,2.25
5424,Working,1,13.50,.00,5.00,2.00,1,1.17,2.00,0,5,1.00,1.00,0,3,0,3,1,1,3,3,2,1.00,1.75
5446,Gundogs,0,42.75,1.00,6.00,2.00,1,1.00,1.00,5,1,0.13,.00,0,2,0,1,1,0,0,1,1,2.50,0.67
5447,Working,1,29.25,1.00,2.50,1.00,0,0.00,.00,3,1,0.13,.00,0,4,0,2,1,1,1,1,3,1.20,1.25
5448,Gundogs,0,40.50,1.00,6.00,2.00,1,0.42,.00,7,1,0.15,.00,0,4,0,0,1,0,0,0,0,0.00,0.00
5449,Hounds,1,27.00,1.00,6.00,2.00,1,2.00,3.00,5,5,2.00,1.00,0,2,0,1,0,1,3,3,1,1.60,1.00
5450,Mixed Breed/Unknown,1,15.75,.00,13.04,2.00,1,0.31,.00,7,5,0.31,.00,0,2,1,4,1,0,0,0,0,0.33,0.00
5451,Mixed Breed/Unknown,1,13.50,.00,0.75,1.00,1,0.50,.00,5,5,0.15,.00,0,2,1,4,1,0,0,1,2,1.80,0.75
5452,Terrier,0,9.00,.00,1.50,1.00,0,0.00,.00,3,1,0.17,.00,0,2,0,3,1,1,1,0,1,0.83,0.00
5453,Working,0,40.50,1.00,11.02,2.00,1,6.00,3.00,8,0,0.02,.00,0,2,0,3,1,1,6,0,0,0.17,0.00
5454,Mixed Breed/Unknown,0,29.25,1.00,3.00,1.00,1,2.00,3.00,7,1,2.92,1.00,0,4,1,4,1,0,0,0,0,0.50,#NULL!
5455,Gundogs,0,33.75,1.00,9.02,2.00,1,2.17,3.00,8,1,0.13,.00,0,3,0,1,0,1,6,0,0,0.00,0.00
5456,Working,1,8.10,.00,2.00,1.00,1,1.67,3.00,7,5,1.50,1.00,0,3,0,1,0,1,1,0,1,0.33,0.00
5462,Terrier,0,8.10,.00,5.00,2.00,0,0.00,.00,3,1,0.17,.00,0,2,0,1,1,1,6,4,0,0.00,1.00
5469,Mixed Breed/Unknown,1,14.40,.00,4.25,2.00,1,0.50,.00,7,5,0.50,.00,0,2,1,4,0,0,0,1,0,1.50,1.00
